city,state_short,state_full,county
Avon Park,FL,Florida,HIGHLANDS
Eaton Park,FL,Florida,POLK
Fort Meade,FL,Florida,POLK
Frostproof,FL,Florida,POLK
Haines City,FL,Florida,POLK
Highland City,FL,Florida,POLK
Homeland,FL,Florida,POLK
Intercession City,FL,Florida,OSCEOLA
Lake Alfred,FL,Florida,POLK
Lake Hamilton,FL,Florida,POLK
Lake Wales,FL,Florida,POLK
Lakeshore,FL,Florida,POLK
Indian Lake Estates,FL,Florida,POLK
Nalcrest,FL,Florida,POLK
Lorida,FL,Florida,HIGHLANDS
Loughman,FL,Florida,POLK
Mulberry,FL,Florida,POLK
River Ranch,FL,Florida,POLK
Polk City,FL,Florida,POLK
Sebring,FL,Florida,HIGHLANDS
Wauchula,FL,Florida,HARDEE
Winter Haven,FL,Florida,POLK
JPV,FL,Florida,POLK
Zolfo Springs,FL,Florida,HARDEE
Fort Myers,FL,Florida,LEE
FMY,FL,Florida,LEE
F M,FL,Florida,LEE
North Fort Myers,FL,Florida,LEE
Cape Coral,FL,Florida,LEE
Alva,FL,Florida,LEE
Boca Grande,FL,Florida,LEE
Bokeelia,FL,Florida,LEE
Captiva,FL,Florida,LEE
El Jobean,FL,Florida,CHARLOTTE
Estero,FL,Florida,LEE
Felda,FL,Florida,HENDRY
Fort Myers Beach,FL,Florida,LEE
Labelle,FL,Florida,HENDRY
Lehigh Acres,FL,Florida,LEE
Murdock,FL,Florida,CHARLOTTE
Palmdale,FL,Florida,GLADES
Placida,FL,Florida,CHARLOTTE
Rotonda West,FL,Florida,CHARLOTTE
Port Charlotte,FL,Florida,CHARLOTTE
Punta Gorda,FL,Florida,CHARLOTTE
Saint James City,FL,Florida,LEE
Sanibel,FL,Florida,LEE
Bonita Springs,FL,Florida,LEE
Copeland,FL,Florida,COLLIER
Chokoloskee,FL,Florida,COLLIER
Everglades City,FL,Florida,COLLIER
Goodland,FL,Florida,COLLIER
Ochopee,FL,Florida,MIAMI-DADE
Immokalee,FL,Florida,COLLIER
Marco Island,FL,Florida,COLLIER
Bradenton,FL,Florida,MANATEE
Cortez,FL,Florida,MANATEE
Anna Maria,FL,Florida,MANATEE
Bradenton Beach,FL,Florida,MANATEE
Holmes Beach,FL,Florida,MANATEE
Parrish,FL,Florida,MANATEE
Longboat Key,FL,Florida,MANATEE
Osprey,FL,Florida,SARASOTA
Sarasota,FL,Florida,SARASOTA
Terra Ceia,FL,Florida,MANATEE
Myakka City,FL,Florida,MANATEE
Fort Ogden,FL,Florida,DE SOTO
Nocatee,FL,Florida,DE SOTO
Tallevast,FL,Florida,MANATEE
Nokomis,FL,Florida,SARASOTA
Venice,FL,Florida,SARASOTA
North Port,FL,Florida,SARASOTA
Belleview,FL,Florida,MARION
Crystal River,FL,Florida,CITRUS
Dunnellon,FL,Florida,MARION
Floral City,FL,Florida,CITRUS
Hernando,FL,Florida,CITRUS
Holder,FL,Florida,CITRUS
Homosassa,FL,Florida,CITRUS
Homosassa Springs,FL,Florida,CITRUS
Inglis,FL,Florida,LEVY
Inverness,FL,Florida,CITRUS
Lecanto,FL,Florida,CITRUS
Beverly Hills,FL,Florida,CITRUS
Ocala,FL,Florida,MARION
Yankeetown,FL,Florida,LEVY
Spring Hill,FL,Florida,HERNANDO
Istachatta,FL,Florida,HERNANDO
Land O Lakes,FL,Florida,PASCO
New Port Richey,FL,Florida,PASCO
Ozona,FL,Florida,PINELLAS
Nobleton,FL,Florida,HERNANDO
Port Richey,FL,Florida,PASCO
Oldsmar,FL,Florida,PINELLAS
Aripeka,FL,Florida,PASCO
Elfers,FL,Florida,PASCO
Crystal Beach,FL,Florida,PINELLAS
Palm Harbor,FL,Florida,PINELLAS
Tarpon Springs,FL,Florida,PINELLAS
Holiday,FL,Florida,PASCO
Safety Harbor,FL,Florida,PINELLAS
Dunedin,FL,Florida,PINELLAS
Astatula,FL,Florida,LAKE
Fruitland Park,FL,Florida,LAKE
Gotha,FL,Florida,ORANGE
Howey In The Hills,FL,Florida,LAKE
Killarney,FL,Florida,ORANGE
Kissimmee,FL,Florida,OSCEOLA
BVL,FL,Florida,OSCEOLA
Mascotte,FL,Florida,LAKE
Minneola,FL,Florida,LAKE
Montverde,FL,Florida,LAKE
Ocoee,FL,Florida,ORANGE
Okahumpka,FL,Florida,LAKE
Saint Cloud,FL,Florida,OSCEOLA
Winter Garden,FL,Florida,ORANGE
Windermere,FL,Florida,ORANGE
Yalaha,FL,Florida,LAKE
Fort Pierce,FL,Florida,SAINT LUCIE
Port Saint Lucie,FL,Florida,SAINT LUCIE
Indiantown,FL,Florida,MARTIN
Jensen Beach,FL,Florida,MARTIN
Okeechobee,FL,Florida,OKEECHOBEE
Palm City,FL,Florida,MARTIN
Port Salerno,FL,Florida,MARTIN
Adger,AL,Alabama,JEFFERSON
Alabaster,AL,Alabama,SHELBY
Alexander City,AL,Alabama,TALLAPOOSA
Allgood,AL,Alabama,BLOUNT
Arab,AL,Alabama,MARSHALL
Baileyton,AL,Alabama,CULLMAN
Blountsville,AL,Alabama,BLOUNT
Bon Air,AL,Alabama,TALLADEGA
Brent,AL,Alabama,BIBB
Brierfield,AL,Alabama,BIBB
Burnwell,AL,Alabama,WALKER
Calera,AL,Alabama,SHELBY
Childersburg,AL,Alabama,TALLADEGA
Clanton,AL,Alabama,CHILTON
Columbiana,AL,Alabama,SHELBY
Cook Springs,AL,Alabama,SAINT CLAIR
Crane Hill,AL,Alabama,CULLMAN
Cropwell,AL,Alabama,SAINT CLAIR
Cullman,AL,Alabama,CULLMAN
Docena,AL,Alabama,JEFFERSON
Dolomite,AL,Alabama,JEFFERSON
Dora,AL,Alabama,JEFFERSON
Empire,AL,Alabama,WALKER
Fultondale,AL,Alabama,JEFFERSON
Gardendale,AL,Alabama,JEFFERSON
Goodwater,AL,Alabama,COOSA
Hanceville,AL,Alabama,CULLMAN
Harpersville,AL,Alabama,SHELBY
Hayden,AL,Alabama,BLOUNT
Hollins,AL,Alabama,CLAY
Holly Pond,AL,Alabama,CULLMAN
Jemison,AL,Alabama,CHILTON
Kellyton,AL,Alabama,COOSA
Locust Fork,AL,Alabama,BLOUNT
Mc Calla,AL,Alabama,JEFFERSON
Margaret,AL,Alabama,SAINT CLAIR
Maylene,AL,Alabama,SHELBY
Montevallo,AL,Alabama,SHELBY
Mulga,AL,Alabama,JEFFERSON
Odenville,AL,Alabama,SAINT CLAIR
Palmerdale,AL,Alabama,JEFFERSON
Pell City,AL,Alabama,SAINT CLAIR
Pinson,AL,Alabama,JEFFERSON
Pleasant Grove,AL,Alabama,JEFFERSON
Remlap,AL,Alabama,BLOUNT
Rockford,AL,Alabama,COOSA
Saginaw,AL,Alabama,SHELBY
Siluria,AL,Alabama,SHELBY
Sterrett,AL,Alabama,SHELBY
Sumiton,AL,Alabama,WALKER
Sylacauga,AL,Alabama,TALLADEGA
Talladega,AL,Alabama,TALLADEGA
Thorsby,AL,Alabama,CHILTON
Trussville,AL,Alabama,JEFFERSON
Vandiver,AL,Alabama,SHELBY
Vincent,AL,Alabama,SHELBY
Vinemont,AL,Alabama,CULLMAN
Warrior,AL,Alabama,JEFFERSON
Watson,AL,Alabama,JEFFERSON
Weogufka,AL,Alabama,COOSA
West Blocton,AL,Alabama,BIBB
Wilsonville,AL,Alabama,SHELBY
Tuscaloosa,AL,Alabama,TUSCALOOSA
Abernant,AL,Alabama,TUSCALOOSA
Aliceville,AL,Alabama,PICKENS
Boligee,AL,Alabama,GREENE
Brookwood,AL,Alabama,TUSCALOOSA
Buhl,AL,Alabama,TUSCALOOSA
Coaling,AL,Alabama,TUSCALOOSA
Coker,AL,Alabama,TUSCALOOSA
Duncanville,AL,Alabama,TUSCALOOSA
Echola,AL,Alabama,TUSCALOOSA
Elrod,AL,Alabama,TUSCALOOSA
Emelle,AL,Alabama,SUMTER
Epes,AL,Alabama,SUMTER
Ethelsville,AL,Alabama,PICKENS
Eutaw,AL,Alabama,GREENE
Fosters,AL,Alabama,TUSCALOOSA
Gordo,AL,Alabama,PICKENS
Kellerman,AL,Alabama,TUSCALOOSA
Mc Shan,AL,Alabama,PICKENS
Moundville,AL,Alabama,HALE
Panola,AL,Alabama,SUMTER
Peterson,AL,Alabama,TUSCALOOSA
Ralph,AL,Alabama,TUSCALOOSA
Reform,AL,Alabama,PICKENS
Samantha,AL,Alabama,TUSCALOOSA
West Greene,AL,Alabama,GREENE
Arley,AL,Alabama,WINSTON
Bankston,AL,Alabama,FAYETTE
Beaverton,AL,Alabama,LAMAR
Belk,AL,Alabama,FAYETTE
Berry,AL,Alabama,FAYETTE
Brilliant,AL,Alabama,MARION
Carbon Hill,AL,Alabama,WALKER
Double Springs,AL,Alabama,WINSTON
Eldridge,AL,Alabama,WALKER
Goodsprings,AL,Alabama,WALKER
Guin,AL,Alabama,MARION
Hackleburg,AL,Alabama,MARION
Haleyville,AL,Alabama,WINSTON
Kansas,AL,Alabama,WALKER
Nauvoo,AL,Alabama,WALKER
Phil Campbell,AL,Alabama,FRANKLIN
Red Bay,AL,Alabama,FRANKLIN
Sipsey,AL,Alabama,WALKER
Sulligent,AL,Alabama,LAMAR
Townley,AL,Alabama,WALKER
Vina,AL,Alabama,FRANKLIN
Belle Mina,AL,Alabama,LIMESTONE
Elkmont,AL,Alabama,LIMESTONE
Eva,AL,Alabama,MORGAN
Falkville,AL,Alabama,MORGAN
Hartselle,AL,Alabama,MORGAN
Killen,AL,Alabama,LAUDERDALE
Leighton,AL,Alabama,COLBERT
Moulton,AL,Alabama,LAWRENCE
Muscle Shoals,AL,Alabama,COLBERT
Tanner,AL,Alabama,LIMESTONE
Town Creek,AL,Alabama,LAWRENCE
Tuscumbia,AL,Alabama,COLBERT
Brownsboro,AL,Alabama,MADISON
Capshaw,AL,Alabama,LIMESTONE
Estillfork,AL,Alabama,JACKSON
Fackler,AL,Alabama,JACKSON
Gurley,AL,Alabama,MADISON
Harvest,AL,Alabama,MADISON
Hazel Green,AL,Alabama,MADISON
Hollytree,AL,Alabama,JACKSON
Laceys Spring,AL,Alabama,MORGAN
Langston,AL,Alabama,JACKSON
Meridianville,AL,Alabama,MADISON
Normal,AL,Alabama,MADISON
Owens Cross Roads,AL,Alabama,MADISON
Paint Rock,AL,Alabama,JACKSON
Pisgah,AL,Alabama,JACKSON
Ryland,AL,Alabama,MADISON
Scottsboro,AL,Alabama,JACKSON
Section,AL,Alabama,JACKSON
Toney,AL,Alabama,MADISON
Valhermoso Springs,AL,Alabama,MORGAN
Huntsville,AL,Alabama,MADISON
Rainbow City,AL,Alabama,ETOWAH
RBC,AL,Alabama,ETOWAH
Albertville,AL,Alabama,MARSHALL
Attalla,AL,Alabama,ETOWAH
Boaz,AL,Alabama,ETOWAH
Bryant,AL,Alabama,JACKSON
Centre,AL,Alabama,CHEROKEE
Crossville,AL,Alabama,DE KALB
Fort Payne,AL,Alabama,DE KALB
Fyffe,AL,Alabama,DE KALB
Gallant,AL,Alabama,ETOWAH
Gaylesville,AL,Alabama,CHEROKEE
Geraldine,AL,Alabama,DE KALB
Groveoak,AL,Alabama,DE KALB
Guntersville,AL,Alabama,MARSHALL
Henagar,AL,Alabama,DE KALB
Higdon,AL,Alabama,JACKSON
Horton,AL,Alabama,MARSHALL
Ider,AL,Alabama,DE KALB
Mentone,AL,Alabama,DE KALB
Rainsville,AL,Alabama,DE KALB
Steele,AL,Alabama,SAINT CLAIR
Walnut Grove,AL,Alabama,ETOWAH
Autaugaville,AL,Alabama,AUTAUGA
Banks,AL,Alabama,PIKE
Billingsley,AL,Alabama,AUTAUGA
Booth,AL,Alabama,AUTAUGA
Brantley,AL,Alabama,CRENSHAW
Brundidge,AL,Alabama,PIKE
Chapman,AL,Alabama,BUTLER
Coosada,AL,Alabama,ELMORE
Deatsville,AL,Alabama,ELMORE
East Tallassee,AL,Alabama,TALLAPOOSA
Eclectic,AL,Alabama,ELMORE
Elmore,AL,Alabama,ELMORE
Equality,AL,Alabama,COOSA
Eufaula,AL,Alabama,BARBOUR
Dozier,AL,Alabama,CRENSHAW
Fitzpatrick,AL,Alabama,BULLOCK
Forest Home,AL,Alabama,BUTLER
Fort Davis,AL,Alabama,MACON
Fort Deposit,AL,Alabama,LOWNDES
Georgiana,AL,Alabama,BUTLER
Grady,AL,Alabama,MONTGOMERY
Gantt,AL,Alabama,COVINGTON
Hardaway,AL,Alabama,MACON
Hayneville,AL,Alabama,LOWNDES
Highland Home,AL,Alabama,CRENSHAW
Honoraville,AL,Alabama,CRENSHAW
Hope Hull,AL,Alabama,MONTGOMERY
Lapine,AL,Alabama,MONTGOMERY
Letohatchee,AL,Alabama,LOWNDES
Luverne,AL,Alabama,CRENSHAW
Mount Meigs,AL,Alabama,MONTGOMERY
Perote,AL,Alabama,BULLOCK
Petrey,AL,Alabama,CRENSHAW
Pike Road,AL,Alabama,MONTGOMERY
Prattville,AL,Alabama,AUTAUGA
Ramer,AL,Alabama,MONTGOMERY
Shorter,AL,Alabama,MACON
Tallassee,AL,Alabama,ELMORE
Titus,AL,Alabama,ELMORE
Tuskegee,AL,Alabama,MACON
Tuskegee Institute,AL,Alabama,MACON
Verbena,AL,Alabama,CHILTON
Wetumpka,AL,Alabama,ELMORE
Anniston,AL,Alabama,CALHOUN
Choccolocco,AL,Alabama,CALHOUN
Cragford,AL,Alabama,CLAY
Daviston,AL,Alabama,TALLAPOOSA
De Armanville,AL,Alabama,CALHOUN
Eastaboga,AL,Alabama,CALHOUN
Fruithurst,AL,Alabama,CLEBURNE
Heflin,AL,Alabama,CLEBURNE
Lineville,AL,Alabama,CLAY
Millerville,AL,Alabama,CLAY
Munford,AL,Alabama,TALLADEGA
Muscadine,AL,Alabama,CLEBURNE
Ohatchee,AL,Alabama,CALHOUN
Ranburne,AL,Alabama,CLEBURNE
Spring Garden,AL,Alabama,CHEROKEE
Weaver,AL,Alabama,CALHOUN
Wedowee,AL,Alabama,RANDOLPH
Ariton,AL,Alabama,DALE
Black,AL,Alabama,GENEVA
Chancellor,AL,Alabama,GENEVA
Clopton,AL,Alabama,HENRY
Coffee Springs,AL,Alabama,GENEVA
Cottonwood,AL,Alabama,HOUSTON
Cowarts,AL,Alabama,HOUSTON
Headland,AL,Alabama,HENRY
Jack,AL,Alabama,COFFEE
Midland City,AL,Alabama,DALE
New Brockton,AL,Alabama,COFFEE
Ozark,AL,Alabama,DALE
Fort Rucker,AL,Alabama,DALE
Pansey,AL,Alabama,HOUSTON
Pinckard,AL,Alabama,DALE
Shorterville,AL,Alabama,HENRY
Skipperville,AL,Alabama,DALE
Slocomb,AL,Alabama,GENEVA
Webb,AL,Alabama,HOUSTON
Andalusia,AL,Alabama,COVINGTON
Beatrice,AL,Alabama,MONROE
Brewton,AL,Alabama,ESCAMBIA
Castleberry,AL,Alabama,CONECUH
Coy,AL,Alabama,WILCOX
Dickinson,AL,Alabama,CLARKE
Excel,AL,Alabama,MONROE
Flomaton,AL,Alabama,ESCAMBIA
Florala,AL,Alabama,COVINGTON
Frisco City,AL,Alabama,MONROE
Goodway,AL,Alabama,MONROE
Grove Hill,AL,Alabama,CLARKE
Mc Kenzie,AL,Alabama,BUTLER
Megargel,AL,Alabama,MONROE
Mexia,AL,Alabama,MONROE
Opp,AL,Alabama,COVINGTON
Perdue Hill,AL,Alabama,MONROE
Peterman,AL,Alabama,MONROE
Range,AL,Alabama,CONECUH
Red Level,AL,Alabama,COVINGTON
Repton,AL,Alabama,CONECUH
River Falls,AL,Alabama,COVINGTON
Samson,AL,Alabama,GENEVA
Uriah,AL,Alabama,MONROE
Vredenburgh,AL,Alabama,MONROE
Whatley,AL,Alabama,CLARKE
Wing,AL,Alabama,COVINGTON
Atmore,AL,Alabama,ESCAMBIA
Axis,AL,Alabama,MOBILE
Bay Minette,AL,Alabama,BALDWIN
Bayou La Batre,AL,Alabama,MOBILE
Bon Secour,AL,Alabama,BALDWIN
Bucks,AL,Alabama,MOBILE
Calvert,AL,Alabama,WASHINGTON
Chatom,AL,Alabama,WASHINGTON
Chunchula,AL,Alabama,MOBILE
Citronelle,AL,Alabama,MOBILE
Coden,AL,Alabama,MOBILE
Coffeeville,AL,Alabama,CLARKE
Creola,AL,Alabama,MOBILE
Daphne,AL,Alabama,BALDWIN
Spanish Fort,AL,Alabama,BALDWIN
Dauphin Island,AL,Alabama,MOBILE
Elberta,AL,Alabama,BALDWIN
Foley,AL,Alabama,BALDWIN
Frankville,AL,Alabama,WASHINGTON
Fruitdale,AL,Alabama,WASHINGTON
Gainestown,AL,Alabama,CLARKE
Grand Bay,AL,Alabama,MOBILE
Gulf Shores,AL,Alabama,BALDWIN
Huxford,AL,Alabama,ESCAMBIA
Leroy,AL,Alabama,WASHINGTON
Lillian,AL,Alabama,BALDWIN
Loxley,AL,Alabama,BALDWIN
Magnolia Springs,AL,Alabama,BALDWIN
Malcolm,AL,Alabama,WASHINGTON
Millry,AL,Alabama,WASHINGTON
Orange Beach,AL,Alabama,BALDWIN
Perdido,AL,Alabama,BALDWIN
Point Clear,AL,Alabama,BALDWIN
Saint Elmo,AL,Alabama,MOBILE
Saint Stephens,AL,Alabama,WASHINGTON
Saraland,AL,Alabama,MOBILE
Semmes,AL,Alabama,MOBILE
Silverhill,AL,Alabama,BALDWIN
Sunflower,AL,Alabama,WASHINGTON
Theodore,AL,Alabama,MOBILE
Tibbie,AL,Alabama,WASHINGTON
Vinegar Bend,AL,Alabama,WASHINGTON
Wagarville,AL,Alabama,WASHINGTON
Wilmer,AL,Alabama,MOBILE
Mobile,AL,Alabama,MOBILE
Eight Mile,AL,Alabama,MOBILE
Annemanie,AL,Alabama,WILCOX
Boykin,AL,Alabama,WILCOX
Catherine,AL,Alabama,WILCOX
Demopolis,AL,Alabama,MARENGO
Dixons Mills,AL,Alabama,MARENGO
Faunsdale,AL,Alabama,MARENGO
Forkland,AL,Alabama,GREENE
Gallion,AL,Alabama,MARENGO
Jones,AL,Alabama,AUTAUGA
Maplesville,AL,Alabama,CHILTON
Lower Peach Tree,AL,Alabama,WILCOX
Lowndesboro,AL,Alabama,LOWNDES
Mc Williams,AL,Alabama,WILCOX
Plantersville,AL,Alabama,DALLAS
Marion Junction,AL,Alabama,DALLAS
Minter,AL,Alabama,DALLAS
Morvin,AL,Alabama,CLARKE
Myrtlewood,AL,Alabama,MARENGO
Nanafalia,AL,Alabama,MARENGO
Orrville,AL,Alabama,DALLAS
Pine Apple,AL,Alabama,WILCOX
Safford,AL,Alabama,DALLAS
Sawyerville,AL,Alabama,HALE
Sweet Water,AL,Alabama,MARENGO
Tyler,AL,Alabama,LOWNDES
Lawley,AL,Alabama,BIBB
Opelika,AL,Alabama,LEE
Auburn University,AL,Alabama,LEE
Cottonton,AL,Alabama,RUSSELL
Dadeville,AL,Alabama,TALLAPOOSA
Valley,AL,Alabama,CHAMBERS
Five Points,AL,Alabama,CHAMBERS
Hatchechubbee,AL,Alabama,RUSSELL
Holy Trinity,AL,Alabama,RUSSELL
Hurtsboro,AL,Alabama,RUSSELL
Jacksons Gap,AL,Alabama,TALLAPOOSA
Lanett,AL,Alabama,CHAMBERS
Loachapoka,AL,Alabama,LEE
Notasulga,AL,Alabama,MACON
Phenix City,AL,Alabama,RUSSELL
Pittsview,AL,Alabama,RUSSELL
Seale,AL,Alabama,RUSSELL
Smiths Station,AL,Alabama,LEE
Bellamy,AL,Alabama,SUMTER
Gilbertown,AL,Alabama,CHOCTAW
Jachin,AL,Alabama,CHOCTAW
Lisman,AL,Alabama,CHOCTAW
Melvin,AL,Alabama,CHOCTAW
Silas,AL,Alabama,CHOCTAW
Toxey,AL,Alabama,CHOCTAW
Antioch,TN,Tennessee,DAVIDSON
Ashland City,TN,Tennessee,CHEATHAM
Auburntown,TN,Tennessee,CANNON
Beechgrove,TN,Tennessee,COFFEE
Bell Buckle,TN,Tennessee,BEDFORD
Bon Aqua,TN,Tennessee,HICKMAN
Bradyville,TN,Tennessee,CANNON
Bumpus Mills,TN,Tennessee,STEWART
Burns,TN,Tennessee,DICKSON
Castalian Springs,TN,Tennessee,SUMNER
Cedar Hill,TN,Tennessee,ROBERTSON
Chapmansboro,TN,Tennessee,CHEATHAM
College Grove,TN,Tennessee,WILLIAMSON
Cornersville,TN,Tennessee,MARSHALL
Cottontown,TN,Tennessee,SUMNER
Cross Plains,TN,Tennessee,ROBERTSON
Cumberland City,TN,Tennessee,STEWART
Cumberland Furnace,TN,Tennessee,DICKSON
Cunningham,TN,Tennessee,MONTGOMERY
Dickson,TN,Tennessee,DICKSON
Dixon Springs,TN,Tennessee,SMITH
Dowelltown,TN,Tennessee,DEKALB
Fosterville,TN,Tennessee,RUTHERFORD
Gallatin,TN,Tennessee,SUMNER
Goodlettsville,TN,Tennessee,DAVIDSON
Gladeville,TN,Tennessee,WILSON
Greenbrier,TN,Tennessee,ROBERTSON
Hurricane Mills,TN,Tennessee,HUMPHREYS
Indian Mound,TN,Tennessee,STEWART
Joelton,TN,Tennessee,DAVIDSON
Kingston Springs,TN,Tennessee,CHEATHAM
Lascassas,TN,Tennessee,RUTHERFORD
La Vergne,TN,Tennessee,RUTHERFORD
Lobelville,TN,Tennessee,PERRY
Lyles,TN,Tennessee,HICKMAN
Mc Ewen,TN,Tennessee,HUMPHREYS
Mcminnville,TN,Tennessee,WARREN
Mitchellville,TN,Tennessee,SUMNER
Mount Juliet,TN,Tennessee,WILSON
New Johnsonville,TN,Tennessee,HUMPHREYS
Nolensville,TN,Tennessee,WILLIAMSON
Norene,TN,Tennessee,WILSON
Nunnelly,TN,Tennessee,HICKMAN
Old Hickory,TN,Tennessee,DAVIDSON
Only,TN,Tennessee,HICKMAN
Orlinda,TN,Tennessee,ROBERTSON
Pegram,TN,Tennessee,CHEATHAM
Pleasant Shade,TN,Tennessee,SMITH
Pleasant View,TN,Tennessee,CHEATHAM
Readyville,TN,Tennessee,CANNON
Red Boiling Springs,TN,Tennessee,MACON
Riddleton,TN,Tennessee,SMITH
Ridgetop,TN,Tennessee,ROBERTSON
Rockvale,TN,Tennessee,RUTHERFORD
Shelbyville,TN,Tennessee,BEDFORD
Slayden,TN,Tennessee,DICKSON
Stewart,TN,Tennessee,HOUSTON
Tennessee Ridge,TN,Tennessee,HOUSTON
Thompsons Station,TN,Tennessee,WILLIAMSON
Vanleer,TN,Tennessee,DICKSON
Wartrace,TN,Tennessee,BEDFORD
White Bluff,TN,Tennessee,DICKSON
White House,TN,Tennessee,ROBERTSON
Whites Creek,TN,Tennessee,DAVIDSON
Apison,TN,Tennessee,HAMILTON
Bakewell,TN,Tennessee,HAMILTON
Beersheba Springs,TN,Tennessee,GRUNDY
Birchwood,TN,Tennessee,HAMILTON
Coalmont,TN,Tennessee,GRUNDY
Coker Creek,TN,Tennessee,MONROE
Collegedale,TN,Tennessee,HAMILTON
Conasauga,TN,Tennessee,POLK
Copperhill,TN,Tennessee,POLK
Cowan,TN,Tennessee,FRANKLIN
Decherd,TN,Tennessee,FRANKLIN
Ducktown,TN,Tennessee,POLK
Dunlap,TN,Tennessee,SEQUATCHIE
Elora,TN,Tennessee,LINCOLN
Estill Springs,TN,Tennessee,FRANKLIN
Evensville,TN,Tennessee,RHEA
Farner,TN,Tennessee,POLK
Flintville,TN,Tennessee,LINCOLN
Grandview,TN,Tennessee,RHEA
Gruetli Laager,TN,Tennessee,GRUNDY
Hixson,TN,Tennessee,HAMILTON
Huntland,TN,Tennessee,FRANKLIN
Kelso,TN,Tennessee,LINCOLN
Lupton City,TN,Tennessee,HAMILTON
Madisonville,TN,Tennessee,MONROE
Monteagle,TN,Tennessee,GRUNDY
Morrison,TN,Tennessee,WARREN
Normandy,TN,Tennessee,BEDFORD
Ooltewah,TN,Tennessee,HAMILTON
Reliance,TN,Tennessee,POLK
Sale Creek,TN,Tennessee,HAMILTON
Sequatchie,TN,Tennessee,MARION
Sewanee,TN,Tennessee,FRANKLIN
Signal Mountain,TN,Tennessee,HAMILTON
Smartt,TN,Tennessee,WARREN
Soddy Daisy,TN,Tennessee,HAMILTON
South Pittsburg,TN,Tennessee,MARION
Tellico Plains,TN,Tennessee,MONROE
Tracy City,TN,Tennessee,GRUNDY
Tullahoma,TN,Tennessee,COFFEE
Arnold AFB,TN,Tennessee,COFFEE
Turtletown,TN,Tennessee,POLK
Whiteside,TN,Tennessee,MARION
Whitwell,TN,Tennessee,SEQUATCHIE
Chattanooga,TN,Tennessee,HAMILTON
JC,TN,Tennessee,WASHINGTON
ETSU,TN,Tennessee,WASHINGTON
Blountville,TN,Tennessee,SULLIVAN
Bluff City,TN,Tennessee,SULLIVAN
Chuckey,TN,Tennessee,GREENE
Elizabethton,TN,Tennessee,CARTER
Fall Branch,TN,Tennessee,WASHINGTON
Flag Pond,TN,Tennessee,UNICOI
Jonesborough,TN,Tennessee,WASHINGTON
Kingsport,TN,Tennessee,SULLIVAN
Laurel Bloomery,TN,Tennessee,JOHNSON
Milligan College,TN,Tennessee,CARTER
Piney Flats,TN,Tennessee,SULLIVAN
Roan Mountain,TN,Tennessee,CARTER
Shady Valley,TN,Tennessee,JOHNSON
Trade,TN,Tennessee,JOHNSON
Unicoi,TN,Tennessee,UNICOI
Watauga,TN,Tennessee,CARTER
Alcoa,TN,Tennessee,BLOUNT
Arthur,TN,Tennessee,CLAIBORNE
Bean Station,TN,Tennessee,GRAINGER
Briceville,TN,Tennessee,ANDERSON
Bulls Gap,TN,Tennessee,HAWKINS
Bybee,TN,Tennessee,COCKE
Clairfield,TN,Tennessee,CLAIBORNE
Coalfield,TN,Tennessee,MORGAN
Corryton,TN,Tennessee,KNOX
Cosby,TN,Tennessee,COCKE
Cumberland Gap,TN,Tennessee,CLAIBORNE
Dandridge,TN,Tennessee,JEFFERSON
Deer Lodge,TN,Tennessee,MORGAN
Del Rio,TN,Tennessee,COCKE
Duff,TN,Tennessee,CAMPBELL
Eagan,TN,Tennessee,CLAIBORNE
Eidson,TN,Tennessee,HAWKINS
Rugby,TN,Tennessee,MORGAN
Gatlinburg,TN,Tennessee,SEVIER
Greenback,TN,Tennessee,LOUDON
Greeneville,TN,Tennessee,GREENE
Harrogate,TN,Tennessee,CLAIBORNE
Heiskell,TN,Tennessee,KNOX
Helenwood,TN,Tennessee,SCOTT
Jacksboro,TN,Tennessee,CAMPBELL
Jefferson City,TN,Tennessee,JEFFERSON
Jellico,TN,Tennessee,CAMPBELL
Kodak,TN,Tennessee,SEVIER
Kyles Ford,TN,Tennessee,HANCOCK
La Follette,TN,Tennessee,CAMPBELL
Lancing,TN,Tennessee,MORGAN
Lenoir City,TN,Tennessee,LOUDON
Lone Mountain,TN,Tennessee,CLAIBORNE
Luttrell,TN,Tennessee,UNION
Maryville,TN,Tennessee,BLOUNT
Maynardville,TN,Tennessee,UNION
Mooresburg,TN,Tennessee,HAWKINS
Mosheim,TN,Tennessee,GREENE
New Tazewell,TN,Tennessee,CLAIBORNE
Niota,TN,Tennessee,MCMINN
Oliver Springs,TN,Tennessee,ROANE
Parrottsville,TN,Tennessee,COCKE
Petros,TN,Tennessee,MORGAN
Pioneer,TN,Tennessee,CAMPBELL
Powell,TN,Tennessee,KNOX
Pruden,TN,Tennessee,CLAIBORNE
Sevierville,TN,Tennessee,SEVIER
Pigeon Forge,TN,Tennessee,SEVIER
Sharps Chapel,TN,Tennessee,UNION
Shawanee,TN,Tennessee,CLAIBORNE
Sneedville,TN,Tennessee,HANCOCK
Strawberry Plains,TN,Tennessee,JEFFERSON
Sunbright,TN,Tennessee,MORGAN
Surgoinsville,TN,Tennessee,HAWKINS
Sweetwater,TN,Tennessee,MONROE
Talbott,TN,Tennessee,HAMBLEN
Ten Mile,TN,Tennessee,MEIGS
Thorn Hill,TN,Tennessee,GRAINGER
Vonore,TN,Tennessee,MONROE
