lastname,taxid,mpin,provstatus,provtype,orgtypecd,state
FOUNTAIN CENTERS IN FAIRMONT            ,411404075,4504123,N,O,1,MN
FOUNTAIN CENTERS IN FARIBAULT           ,411404075,4504130,N,O,1,MN
FOUNTAIN CENTERS IN JACKSON             ,411404075,4504139,N,O,1,MN
FOUNTAIN CENTERS IN MANKATO             ,411404075,4504148,N,O,1,MN
FOUNTAIN CENTERS IN OWATONNA            ,411404075,4504165,N,O,1,MN
FOUNTAIN CENTERS IN ROCHESTER           ,411404075,4504169,N,O,1,MN
FOUNTAIN CENTERS IN WASECA              ,411404075,4504172,N,O,1,MN
FOUNTAIN VALLEY REGIONAL HOSP AND MED CT,952768729,733361,P,O,1,CA
FOUR RIVERS MEDICAL CENTER HOSP         ,630593834,648557,N,O,1,AL
FOUR WINDS SARATOGA INC                 ,133290293,379059,P,O,1,NY
FOX CHASE CANCER CENTER                 ,231352156,494668,P,O,1,PA
FRANCES MAHON DEACONESS HOSP            ,810231786,13572,P,O,1,MT
FRANCISCAN HEALTH CARMEL                ,364727815,3439927,P,O,1,MI
FRANCISCAN HEALTH CHICAGO HEIGHTS       ,362167869,519897,P,O,1,IL
FRANCISCAN HEALTH CRAWFORDSVILLE        ,352085495,167645,P,O,1,MI
FRANCISCAN HEALTH CROWN POINT           ,352074283,507919,P,O,1,IN
FRANCISCAN HEALTH DYER                  ,351835133,640146,P,O,1,IN
FRANCISCAN HEALTH HAMMOND               ,351835133,922880,P,O,1,IN
FRANCISCAN HEALTH INDIANAPOLIS          ,350913537,2664190,P,O,1,MI
FRANCISCAN HEALTH LAFAYETTE             ,352056396,3006662,P,O,1,IN
FRANCISCAN HEALTH LAFAYETTE             ,352056396,217502,P,O,1,MI
FRANCISCAN HEALTH MICHIGAN CITY         ,350876394,658073,P,O,1,IN
FRANCISCAN HEALTH MOORESVILLE           ,350913537,2665184,P,O,1,MI
FRANCISCAN HEALTH MUNSTER               ,352472136,2769088,P,O,1,IN
FRANCISCAN HEALTH MUNSTER               ,208411919,2769088,P,O,1,IL
FRANCISCAN HEALTH OLYMPIA FIELDS        ,362167869,530752,P,O,1,IN
FRANCISCAN HEALTH RENSSELAER            ,473825106,641517,P,O,1,MI
FRANCISCAN HOSPITAL FOR CHILDREN        ,42156082,47799,P,O,1,MA
FRANCISCAN MEDICAL CENTER/DAYT          ,310536989,14849,N,O,1,OH
FRANK R HOWARD MEMORIAL HOSPITAL        ,680108919,266602,P,O,1,CA
FRANKFORD HOSPITAL                      ,232239131,3095135,N,O,1,PA
FRANKFORT REGIONAL MEDICAL CTR          ,610859329,651674,P,O,1,KY
FRANKLIN CNTY HOSPITAL DIST             ,376006885,237657,P,O,1,IL
FRANKLIN CO MEM HOSPITAL                ,476007436,220702,P,O,1,NE
FRANKLIN COUNTY MED CTR                 ,826003449,628272,P,O,1,ID
FRANKLIN COUNTY MEMORIAL HOSP           ,646001390,196095,P,O,1,MS
FRANKLIN FOUNDATION HOSPITAL            ,726008504,600255,P,O,1,LA
FRANKLIN GENERAL HOSP                   ,420869203,262351,P,O,1,IA
FRANKLIN GROVE MEDICAL CENTER           ,250489010,1800599,N,O,1,PA
FRANKLIN HOSP                           ,940486350,1711568,N,O,1,CA
FRANKLIN HOSPITAL                       ,371362064,2206930,N,O,1,IL
FRANKLIN HOSPITAL                       ,112923650,3507568,N,O,1,NY
FRANKLIN HOSPITAL MEDICAL CTR           ,112296824,597982,P,O,1,NY
FRANKLIN MEDICAL CENTER                 ,720685044,234073,P,O,1,LA
FRANKLIN MEM HOSP                       ,566003353,1635679,N,O,1,NC
FRANKLIN MEMORIAL HOSPITAL              ,10211503,560095,P,O,1,ME
FRANKLIN PRIMARY HEALTH CENTER          ,630695975,2315596,N,O,1,AL
FRANKLIN REGIONAL HOSPITAL              ,20222150,697916,P,O,1,NH
FRANKLIN SQUARE HOSPITAL CENTER         ,520608007,463135,P,O,1,MD
FRANKLIN WOODS COMMUNITY HOSPITAL       ,620476282,3197651,P,O,1,TN
FRED HUTCHINSON CANCER RESEARC          ,237156071,1813915,N,O,1,WA
FREDERICK MEMORIAL HOSPITAL             ,520591612,480618,P,O,1,MD
FREDONIA REGIONAL HOSPITAL              ,481005740,188998,P,O,1,KS
FREEDOM PAIN HOSPITAL                   ,453007391,3484526,P,O,1,AZ
FREEMAN HEALTH SYSTEM                   ,431704371,397122,P,O,1,MO
FREEMAN NEOSHO HOSPITAL                 ,431240629,252427,P,O,1,MO
FREEMAN REGIONAL HEALTH SERVICES        ,460232450,2533218,P,O,1,SD
FREEMAN REGIONAL HEALTH SERVICES        ,460232450,689540,N,O,1,SD
FREMONT HEALTH                          ,476000138,483353,P,O,1,NE
FREMONT MEDICAL CENTER                  ,941387866,451034,P,O,1,CA
FRENCH HOSPITAL MEDICAL CENTER          ,510508959,344373,P,O,1,CA
FRESENIUS MEDICAL CARE BARTLETT HOME    ,464852787,5154645,N,O,1,TN
FRESNO COMMUNITY HOSP & MED CTR         ,941156276,241010,P,O,1,CA
FRESNO HEART & SURG HOSP COMM REG CTR   ,770513288,2369374,P,O,1,CA
FRESNO HEART & SURG HOSP COMM REG CTR   ,941156276,2369374,P,O,1,CA
FRESNO SURGICAL HOSPITAL                ,770011624,227298,P,O,1,CA
FRICK HOSPITAL & COMM HEALTH CTR        ,250965375,350048,P,O,1,PA
FRIENDLY HILLS REG MED CTR              ,330280098,1567214,N,O,1,CA
FRIENDS HOSPITAL                        ,202523648,2284310,P,O,1,PA
FRIENDS HOSPITAL                        ,231352178,2284310,P,O,1,PA
FRIENDS HOSPITAL                        ,363709746,2284310,P,O,1,PA
FRIENDSHIP COMMUNITY MENTAL HEALTH CTR  ,931182443,3289292,P,O,1,AZ
FRIO REGIONAL HOSPITAL                  ,741461220,131441,P,O,1,TX
FRISBIE MEM HOSP                        ,464121424,5170684,N,O,1,NH
FRISBIE MEMORIAL HOSPITAL               ,20222131,128322,P,O,1,NH
FROEDTERT MEMORIAL LUTHERAN HOSP        ,396105970,55382,P,O,1,WI
FRONTIER CANCER CENTER                  ,810232124,4391555,N,O,1,MT
FRONTIERMEDEX                           ,522230470,3616792,N,O,1,MD
FRONTLINER RICHMOND MEDICAL CENTER      ,810801427,5868047,N,O,1,TX
FROSTBURG HOSPITAL                      ,521741834,921081,N,O,1,MD
FRYE REGIONAL MEDICAL CENTER            ,352547114,112865,P,O,1,NC
FT COLLINS EDP                          ,840438154,1696691,N,O,1,CO
FT LOGAN HOSPITAL & SNF                 ,610604320,1653691,N,O,1,KY
FT LOUDOUN MEDICAL CENTER               ,621373691,264758,P,O,1,TN
FT MYERS BEACH MED CTR                  ,650449946,1666787,N,O,1,FL
FT SANDERS PARKWEST MED CTR             ,681897274,5260088,N,O,1,TN
FT SANDERS REG MED                      ,620528340,340905,P,O,1,TN
FT YUMA HOSPITAL                        ,860212139,1700957,N,O,1,CA
FULLERTON COMMUNITY HOSP                ,953025125,322319,N,O,1,CA
FULTON  HEALTHCARE CLINIC               ,630436871,2758645,N,O,1,AL
FULTON COUNTY HEALTH CENTER             ,344428214,132492,P,O,1,OH
FULTON COUNTY HOSPITAL                  ,710338243,676595,P,O,1,AR
FULTON COUNTY MEDICAL CENTER            ,231401561,299720,P,O,1,PA
FULTON HOSPITAL                         ,640762572,636671,N,O,1,MS
FULTON MEDICAL CENTER                   ,465434653,2019935,P,O,1,MO
FUND HOSP METROPOLITANO                 ,660433817,1668349,N,O,1,PR
FV DUBLIN                               ,310986918,1564048,N,O,1,OH
FV UNIVERSITY ER UNIVERSITY CAMPUS      ,410991680,3802731,N,O,1,MN
G R BAKER MEMORIAL HOSPITAL             ,0,837787,N,O,1,BC
G T R MEDICAL CENTER                    ,640468345,1663683,N,O,1,MS
GADSDEN MEMORIAL HOSPITAL               ,593178396,1651552,N,O,1,FL
GADSDEN REGIONAL MEDICAL CENTER         ,631102774,344315,P,O,1,GA
GAFFNEY MEDICAL CENTER                  ,570859724,302110,P,O,1,SC
GALEN STATE HOSPITAL                    ,810302402,1693868,N,O,1,MT
GALENIA HOSPITAL OF MEXICO              ,811887439,6191544,N,O,1,NJ
GALENPASCO COMM HOSP                    ,591174716,2050510,N,O,1,TN
GALESBURG COTTAGE HOSPITAL              ,371485782,143790,P,O,1,MO
GALICHIA HEART HOSPITAL                 ,621762545,3519867,P,O,1,KS
GALION COMMUNITY HOSPITAL               ,344451872,1410572,P,O,1,OH
GARDEN GROVE HOSPITAL & MEDICAL CENTER  ,262583411,337876,P,O,1,CA
GARDEN PARK HOSPITAL                    ,640561513,2401317,N,O,1,MS
GARDEN PARK MEDICAL CENTER              ,640805500,5781537,P,O,1,MS
GARDEN PARK MEDICAL CENTER              ,640805502,639241,P,O,1,GA
GARDEN PARK MEDICAL CENTER              ,640805500,639241,P,O,1,MS
GARDEN STATE COMMUNITY HOSPITAL         ,221980331,736785,P,O,1,NJ
GARDENS REGIONAL HOSPITAL & MEDICAL CNTR,330738307,1454697,P,O,1,CA
GARDINER GENERAL HOSPITAL               ,10368732,1519642,N,O,1,ME
GARDNER COMM MED CENTER                 ,431216150,1610666,N,O,1,KS
GARFIELD COUNTY HEALTH CENTER           ,816001366,355841,N,O,1,MT
GARFIELD COUNTY MEMORIAL HOSP DIST      ,916008648,619848,N,O,1,WA
GARFIELD MEDICAL CENTER                 ,510519167,369436,P,O,1,CA
GARFIELD MEMORIAL HOSPITAL              ,876000309,457670,P,O,1,UT
GARRARD COUNTY MEMORIAL HOSPIT          ,300040798,578283,N,O,1,KY
GARRARD COUNTY MEMORIAL HOSPIT          ,616002384,578283,N,O,1,KY
GARRETT COUNTY MEMORIAL HOSPITAL        ,526002795,131168,P,O,1,MD
GARRETT COUNTY MEMORIAL HOSPITAL CRNAS  ,526002795,2957131,N,O,1,MD
GARZA MEMORIAL HOSP                     ,751303841,309764,N,O,1,TX
GATEWAY COMMUNITY HOSPITAL              ,431340184,650769,N,O,1,IL
GATEWAY EMERGENCY SERVICES              ,204276323,2848851,N,O,1,TX
GATEWAY REGIONAL MEDICAL CENTER         ,542156747,3604095,N,O,1,UT
GATEWAY REGIONAL MEDICAL CENTER         ,364460628,588165,P,O,1,MO
GATEWAY REHABILITATION HOSPITAL         ,471023316,2275622,P,O,1,KY
GATEWAY REHABILITATION HOSPITAL         ,611330309,2275622,P,O,1,KY
GAUDENZIANC -UBH                        ,231706895,3049632,N,O,1,PA
GAYLORD COMMUNITY HOSPITAL              ,411243762,26142,N,O,1,MN
GAYLORD FARMS REHAB CENTER/PRO          ,61432065,1428184,N,O,1,NJ
GAYLORD HOSPITAL                        ,60646649,89696,P,O,1,CT
GEARY COMMUNITY HOSPITAL                ,486019273,27641,P,O,1,KS
GEISINGER BLOOMSBURG HOSPITAL           ,232193572,199299,P,O,1,PA
GEISINGER COMMUNITY MEDICAL CENTER      ,240862246,729502,P,O,1,PA
GEISINGER LEWISTOWN HOSPITAL            ,231352187,40920,P,O,1,PA
GEISINGER MEDICAL CENTER                ,240795959,71767,P,O,1,PA
GEISINGER SOUTH WILKES BARRE            ,203152743,2630429,N,O,1,PA
GEISINGER WYOMING VALLEY MED CTR        ,231996150,599029,P,O,1,PA
GEN HLTH SRVS     DBA ST MARY           ,621094204,1657494,N,O,1,OK
GENERAL & MARINE HOSPITAL               ,0,245371,N,O,1,ON
GENERAL HOSPITAL                        ,0,826795,N,O,1,ON
GENERAL HOSPITAL OF LAKEWOOD            ,751850779,596331,N,O,1,TX
GENERAL JEWISH HOSPITAL                 ,107491052,2260492,N,O,1,CA
GENERAL LEONARD WOOD ARMY HOSP          ,431712791,177631,N,O,1,MO
GENESEE HOSPITAL                        ,160743030,60958,N,O,1,NY
GENESEE MEMORIAL HOSPITAL               ,382381293,1592737,N,O,1,MI
GENESIS ELDER CARE CORPORATION          ,223400681,1779764,N,O,1,RI
GENESIS FIRSTCARE                       ,311480941,3499079,N,O,1,OH
GENESIS HEALTHCARE SYSTEM               ,311480941,258696,P,O,1,OH
GENESIS MEDICAL CENTER                  ,421418847,1160694,P,O,1,MN
GENESIS MEDICAL CENTER ALEDO            ,454475683,376688,P,O,1,IL
GENESIS MEDICAL CENTER ALEDO            ,366007544,376688,P,O,1,IL
GENESIS MEDICAL CENTER DE WITT          ,421418847,436600,P,O,1,IA
GENESIS MEDICAL CENTER SILVIS           ,363616314,579785,P,O,1,IL
GENESSEE PHYSICIAN PRACTICE             ,455429362,5781540,N,O,1,NY
GENESSEE PHYSICIAN PRACTICE             ,475429362,5781540,N,O,1,NY
GENESYS REG MED CTR/WHEELOCK ETC        ,381359238,413010,N,O,1,MI
GENESYS REGIONAL MEDICAL CENTER         ,382377821,28469,N,O,1,MI
GENESYS REGIONAL MEDICAL CENTER         ,381359238,538162,N,O,1,MI
GENEVA GENERAL HOSPITAL                 ,160743032,574818,P,O,1,NY
GENOA COMMUNITY HOSPITAL                ,476006197,743305,P,O,1,NE
GEORGE A ZELLER MH CENTER               ,364163567,1729678,N,O,1,IL
GEORGE COUNTY HOSPITAL                  ,646001398,712517,P,O,1,MS
GEORGE COUNTY HOSPITAL                  ,320222103,712517,P,O,1,MS
GEORGE E WEEMS MEMORIAL HOSPITAL        ,61766026,430920,P,O,1,ME
GEORGE L MEE MEMORIAL HOSPITAL          ,941502014,1156451,P,O,1,CA
GEORGE W HUBBARD HOSPITAL               ,620488046,121308,N,O,1,TN
GEORGE WASHINGTON UNIV HOSP             ,232896725,1727546,P,O,1,GA
GEORGETOWN COMMUNITY HOSP               ,621757921,1785548,P,O,1,KY
GEORGETOWN MEMORIAL HOSPITAL            ,570341194,324215,P,O,1,SC
GEORGETOWN UNIVERSITY HOSPITAL          ,522218584,567610,P,O,1,MA
GEORGIA BAPTIST MEDICAL CENTER          ,582075398,2106817,N,O,1,GA
GEORGIA REGENTS MEDICAL CENTER          ,582144788,600505,P,O,1,GA
GEORGIANA MEDICAL CENTER                ,461410834,186394,P,O,1,AL
GERALD CHAMPION REG MED CTR             ,850138775,235723,P,O,1,NM
GERARD TREATMENT PROGRAMS               ,411992937,2100089,P,O,1,MN
GERMANTOWN COMMUNITY HOSPITAL           ,621136744,1657815,N,O,1,TN
GERMANTOWN EMERGENCY CENTER             ,521532556,2673949,P,O,1,MD
GERMANTOWN HOSPITAL & MED CTR           ,232910182,716390,N,O,1,PA
GERTOX                                  ,232394428,401917,N,O,1,PA
GETTYSBURG HOSPITAL                     ,231352220,131163,P,O,1,PA
GHS CITY AVENUE                         ,222691726,1545367,N,O,1,PA
GHS GREENVILLE MEMORIAL HOSPITAL        ,811723202,805531,P,O,1,SC
GHS GREER MEMORIAL HOSPITAL             ,811723202,33178,P,O,1,SC
GHS HILLCREST MEMORIAL HOSPITAL         ,811723202,891233,P,O,1,SC
GHS LAURENS COUNTY MEMORIAL HOSPITAL    ,811723202,756598,P,O,1,SC
GHS LAURENS COUNTY MEMORIAL HOSPITAL    ,570823499,756598,P,O,1,SC
GHS MARSHALL I PICKENS                  ,811723202,33179,P,O,1,SC
GHS OCONEE MEMORIAL HOSPITAL            ,570357963,660070,P,O,1,SC
GHS OCONEE MEMORIAL HOSPITAL            ,811723202,660070,P,O,1,SC
GHS OCONEE MEMORIAL HOSPITAL            ,570357943,660070,P,O,1,SC
GHS PATEWOOD MEMORIAL HOSPITAL          ,811723202,2769520,P,O,1,SC
GIBSON COMMUNITY HOSP                   ,370647938,567892,P,O,1,IL
GIBSON GENERAL HOSP                     ,350877575,196969,P,O,1,IN
GIBSON GENERAL HOSPITAL                 ,621581046,630860,N,O,1,TN
GIFFORD MEDICAL CENTER                  ,30179418,2326596,P,O,1,VT
GILA CNTY GEN HOSP                      ,860224472,1701021,N,O,1,AZ
GILA COUNTY GENERAL HOSPITAL            ,860224472,220630,N,O,1,AZ
GILA REGIONAL MEDICAL CENTER            ,856000321,200417,P,O,1,NM
GILA RIVER HEALTHCARE                   ,860810876,941526,P,O,1,AZ
GILBERT HOSPITAL                        ,200382265,2607315,N,O,1,OK
GILLETTE CHILDREN'S HOSPITAL            ,411611956,2284177,N,O,1,MN
GILLETTE CHILDRENS HOSPITAL             ,363379150,96737,P,O,1,MN
GILLETTE CHILDRENS SPECIALTY HEALTHCARE ,363379150,3621398,P,O,1,MN
GILMER MEDICAL CENTER                   ,621061531,620531,N,O,1,TX
GIRARD MEDICAL CENTER                   ,480698644,489203,P,O,1,KS
GLACIAL RIDGE HOSPITAL                  ,416006942,410733,P,O,1,MN
GLASS SUBSTANCE ABUSE PROGRAM           ,521680265,2426965,N,O,1,MD
GLEN COVE HOSPITAL                      ,111633487,798942,P,O,1,NY
GLEN ROSE MEDICAL CENTER                ,463085950,678857,P,O,1,TX
GLENBEIGH                               ,341789783,361047,P,O,1,PA
GLENBEIGH                               ,592588067,1044451,N,O,1,FL
GLENBEIGH CARE UNIT                     ,386004862,1597295,N,O,1,MI
GLENBEIGH HOSP CUYAHOGA FALLS           ,341343703,1443459,N,O,1,OH
GLENBEIGH HOSP OF CLEVELAND 2           ,341343703,34609,N,O,1,OH
GLENBEIGH HOSPITAL AND OUTPATIENT CEN   ,341789783,3606356,N,O,1,PA
GLENBEIGH HOSPITAL MEDINA               ,341343703,1443495,N,O,1,OH
GLENBROOK HOSPITAL                      ,362167060,899537,P,O,1,IL
GLENCOE REGIONAL HEALTH SERVICES        ,411949230,639039,P,O,1,MN
GLENDALE ADVENTIST MEDICAL CTR          ,951816017,211487,P,O,1,CA
GLENDALE MEM HOSP & HEALTH CTR          ,941196203,313536,P,O,1,CA
GLENDALE MEM HOSP & HEALTH CTR          ,951642380,313536,P,O,1,CA
GLENDIVE MEDICAL CENTER                 ,816016016,172805,P,O,1,MT
GLENDORA COMMUNITY HOSPITAL             ,954862310,1269696,P,O,1,CA
GLENMONT                                ,314379477,3397922,N,O,1,OH
GLENN GENERAL HOSPITAL                  ,946000691,856238,N,O,1,CA
GLENN MEDICAL CENTER                    ,200494719,1397502,P,O,1,CA
GLENOAKS HOSPITAL                       ,363208390,633599,P,O,1,IL
GLENS FALLS HOSPITAL                    ,141338413,537477,P,O,1,VT
GLENWOOD LIFE CNSLNG CNTR MEDI          ,237121331,2078631,N,O,1,MD
GLENWOOD REGIONAL MEDICAL CTR           ,456473226,124685,P,O,1,LA
GLENWOOD REGIONAL MEDICAL CTR           ,720566414,124685,P,O,1,TN
GLENWOOD REGIONAL MEDICAL CTR           ,205249827,124685,P,O,1,UT
GLOBAL ADMIN SOLUTIONS                  ,581953215,1896533,N,O,1,GA
GLORI ALLEN MD LLC                      ,200147185,5898576,N,O,1,UT
GODDARD MEMORIAL HOSPITAL               ,42218600,1522434,N,O,1,MA
GOLDEN GLADES REG MED CENTER            ,650006623,1665124,N,O,1,FL
GOLDEN GLADES REGIONAL MED              ,650289017,1666211,N,O,1,FL
GOLDEN PLAINS COMMUNITY HOSPITAL        ,260328929,74867,P,O,1,TX
GOLDEN VALLEY HEALTH CENTER             ,411625945,383607,N,O,1,MN
GOLDEN VALLEY HEALTH CENTER             ,411484406,1604705,N,O,1,MN
GOLDEN VALLEY MEMORIAL HOSPITAL         ,430975390,664871,P,O,1,MO
GOLDWATER MEMORIAL HOSPITAL             ,132655001,523043,N,O,1,NY
GOLETA VALLEY COTTAGE HOSPITAL          ,952413596,726718,P,O,1,CA
GOLIAD COUNTY HOSPITAL                  ,746000994,869213,N,O,1,TX
GOOD HOPE HOSPITAL                      ,560554209,679289,P,O,1,NC
GOOD SAMARITAN CENTER                   ,450228055,1121183,N,O,1,ND
GOOD SAMARITAN HEALTH CTR               ,390808503,336757,P,O,1,WI
GOOD SAMARITAN HOSP                     ,370662534,1585123,N,O,1,MO
GOOD SAMARITAN HOSP                     ,610457462,83701,N,O,1,KY
GOOD SAMARITAN HOSPITAL                 ,581860749,257212,P,O,1,GA
GOOD SAMARITAN HOSPITAL                 ,131740104,162254,P,O,1,NY
GOOD SAMARITAN HOSPITAL                 ,261720984,257212,P,O,1,GA
GOOD SAMARITAN HOSPITAL                 ,951656366,732355,P,O,1,CA
GOOD SAMARITAN HOSPITAL                 ,911352172,626352,P,O,1,WA
GOOD SAMARITAN HOSPITAL                 ,310537486,647503,P,O,1,OH
GOOD SAMARITAN HOSPITAL                 ,0,651261,N,O,1,AL
GOOD SAMARITAN HOSPITAL                 ,356001532,664405,P,O,1,IN
GOOD SAMARITAN HOSPITAL                 ,230794160,853933,N,O,1,PA
GOOD SAMARITAN HOSPITAL                 ,770225395,1692954,P,O,1,CA
GOOD SAMARITAN HOSPITAL                 ,621763090,356813,P,O,1,GA
GOOD SAMARITAN HOSPITAL                 ,310536981,83216,P,O,1,OH
GOOD SAMARITAN HOSPITAL                 ,586014649,257212,P,O,1,GA
GOOD SAMARITAN HOSPITAL MED CTR         ,111888924,718631,P,O,1,PA
GOOD SAMARITAN HOSPITAL OF MARYLAND     ,520591607,114120,P,O,1,MD
GOOD SAMARITAN HOSPITAL SOUTHWEST       ,770225395,1093511,P,O,1,CA
GOOD SAMARITAN MEDICAL CENTER           ,272473728,144898,P,O,1,MA
GOOD SAMARITAN MEDICAL CENTER           ,250965428,1753867,N,O,1,PA
GOOD SAMARITAN MEDICAL CENTER           ,43207333,144898,P,O,1,MA
GOOD SAMARITAN MEDICAL CENTER           ,431982139,2499124,P,O,1,CO
GOOD SAMARITAN MEDICAL CENTER           ,752932824,432879,P,O,1,GA
GOOD SAMARITAN REG HEALTH CTR           ,430563587,3007160,N,O,1,MO
GOOD SAMARITAN REG MED CENTER           ,930391573,533116,P,O,1,OR
GOOD SHEPHERD MEDICAL CENTER            ,751041154,24855,P,O,1,TX
GOOD SHEPHERD MEDICAL CENTER            ,930425580,365391,P,O,1,OR
GOOD SHEPHERD MEDICAL CENTER LINDEN     ,751174837,531602,N,O,1,TX
GOOD SHEPHERD MEDICAL CENTER LINDEN     ,10829282,531602,N,O,1,TX
GOOD SHEPHERD MEDICAL CTR-MARSHALL      ,750974351,699905,P,O,1,TX
GOOD SHEPHERD PENN PARTNERS             ,208283421,3130669,P,O,1,PA
GOODALL WITCHER HOSPITAL                ,741546619,456529,P,O,1,TX
GOODALL WITCHER HOSPITAL                ,461020526,456529,P,O,1,TX
GOODLAND REGIONAL MEDICAL CENTER        ,480725111,1617313,P,O,1,KS
GORDON CROWELL MEM HOSP                 ,560193180,498335,N,O,1,GA
GORDON HOSPITAL                         ,581425000,405279,P,O,1,NC
GORDON MEMORIAL HOSPITAL                ,470533032,86423,P,O,1,NE
GOSHEN GENERAL HOSPITAL                 ,356001540,332322,P,O,1,IN
GOSNOLD                                 ,42502970,2135431,P,O,1,MA
GOTHENBURG MEMORIAL HOSP                ,470532605,337682,P,O,1,NE
GOTTLIEB MEMORIAL HOSPITAL              ,362379649,460682,P,O,1,IL
GOUVERNEUR HOSPITAL                     ,464249555,3910533,P,O,1,NY
GOVE COUNTY MEDICAL CENTER              ,486065840,528173,P,O,1,KS
GOVERNOR JUAN F LUIS HOSPITAL           ,660593678,2082448,P,O,1,VI
GRACE COTTAGE HOSPITAL                  ,30177161,173473,P,O,1,VT
GRACE HOSPITAL                          ,237321231,1471986,N,O,1,MI
GRACE HOSPITAL                          ,0,49356,N,O,1,ON
GRACE HOSPITAL                          ,340714479,469011,P,O,1,OH
GRACE MEDICAL CENTER                    ,263266722,3044796,P,O,1,TX
GRACE MEDICAL CENTER                    ,264021016,3044796,P,O,1,TX
GRACEVILLE HEALTH CENTER                ,411293246,951707,N,O,1,MN
GRACEVILLE HEALTH CENTER                ,410726173,951707,N,O,1,MN
